,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
244,CHEMBL66292,"InChI=1S/C20H18N6O3S/c1-29-16-5-3-4-15(10-16)26-20-18(12-24-26)19(21-13-22-20)25-23-11-14-6-8-17(9-7-14)30(2,27)28/h3-13H,1-2H3,(H,21,22,25)/b23-11+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(cc4)S(=O)(=O)C)ncnc23,GSK3b,PYRAZOLOPYRIMIDINE 2,GW811168X,Small molecule,0,422.47,466,2.67,111.36,9,1,0,6,N,0.38,7.71,3.41,3.88,3.6,4,MOL,-1,30,9,1,0,422.1161,C20H18N6O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL66292.svg?engine=indigo
245,CHEMBL183993,"InChI=1S/C19H15F3N6O/c1-2-29-17-7-6-16-14(11-24-28(16)27-17)15-8-9-23-18(26-15)25-13-5-3-4-12(10-13)19(20,21)22/h3-11H,2H2,1H3,(H,23,25,26)",CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3,GSK3b,GW811761X,GW811761X,Small molecule,0,400.36,464,4.35,77.23,7,1,0,5,N,0.54,No Data,1.44,4.01,4.01,4,MOL,-1,29,7,1,0,400.1259,C19H15F3N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL183993.svg?engine=indigo
246,CHEMBL204934,"InChI=1S/C18H15N7O/c1-26-15-4-2-3-14(9-15)25-12-22-16-17(20-11-21-18(16)25)24-23-10-13-5-7-19-8-6-13/h2-12H,1H3,(H,20,21,24)/b23-10+",COc1cccc(c1)n2cnc3c(N\N=C\c4ccncc4)ncnc23,GSK3b,GW813360X,GW813360X,Small molecule,0,345.37,461,2.67,90.11,8,1,0,5,N,0.44,7.3,4.89,2.6,2.33,4,MOL,-1,26,8,1,0,345.1338,C18H15N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL204934.svg?engine=indigo
247,CHEMBL206010,"InChI=1S/C19H16N6O/c1-26-15-4-2-3-14(9-15)16-11-21-18-17(16)22-12-23-19(18)25-24-10-13-5-7-20-8-6-13/h2-12,21H,1H3,(H,22,23,25)/b24-10+",COc1cccc(c1)c2c[nH]c3c(N\N=C\c4ccncc4)ncnc23,GSK3b,GW814408X,GW814408X,Small molecule,0,344.38,460,3.47,88.08,6,2,0,5,N,0.43,6,3.23,3.9,3.88,4,MOL,-1,26,7,2,0,344.1386,C19H16N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL206010.svg?engine=indigo
248,CHEMBL69757,"InChI=1S/C19H15FN6O/c1-27-16-7-3-6-15(9-16)26-19-17(11-24-26)18(21-12-22-19)25-23-10-13-4-2-5-14(20)8-13/h2-12H,1H3,(H,21,22,25)/b23-10+",COc1cccc(c1)n2ncc3c(N\N=C\c4cccc(F)c4)ncnc23,GSK3b,GW817394X,GW817394X,Small molecule,0,362.37,461,3.41,77.22,7,1,0,5,N,0.43,7.97,3.44,5.11,4.94,4,MOL,-1,27,7,1,0,362.1291,C19H15FN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL69757.svg?engine=indigo
249,CHEMBL65884,"InChI=1S/C19H15FN6O/c1-27-16-4-2-3-15(9-16)26-19-17(11-24-26)18(21-12-22-19)25-23-10-13-5-7-14(20)8-6-13/h2-12H,1H3,(H,21,22,25)/b23-10+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(F)cc4)ncnc23,GSK3b,GW817396X,GW817396X,Small molecule,0,362.37,465,3.41,77.22,7,1,0,5,N,0.43,8.12,3.42,5.29,5.16,4,MOL,-1,27,7,1,0,362.1291,C19H15FN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL65884.svg?engine=indigo
250,CHEMBL189415,"InChI=1S/C23H15F3N6/c24-23(25,26)16-7-4-8-17(13-16)29-22-27-12-11-20(30-22)18-14-28-32-21(18)10-9-19(31-32)15-5-2-1-3-6-15/h1-14H,(H,27,29,30)",FC(F)(F)c1cccc(Nc2nccc(n2)c3cnn4nc(ccc34)c5ccccc5)c1,GSK3b,GW819077X,GW819077X,Small molecule,0,432.41,467,5.62,68,6,1,1,4,N,0.4,No Data,1.58,5.17,5.17,5,MOL,-1,32,6,1,1,432.131,C23H15F3N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189415.svg?engine=indigo
251,CHEMBL182283,"InChI=1S/C17H15N3O2/c1-10-2-4-11(5-3-10)14-8-13-15(18-9-19-17(13)22-14)20-16(21)12-6-7-12/h2-5,8-9,12H,6-7H2,1H3,(H,18,19,20,21)",Cc1ccc(cc1)c2oc3ncnc(NC(=O)C4CC4)c3c2,GSK3b,GW819230X,GW819230X,Small molecule,0,293.33,464,3.55,68.02,4,1,0,3,N,0.8,10.03,4.58,2.7,2.69,3,MOL,-1,22,5,1,0,293.1164,C17H15N3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL182283.svg?engine=indigo
252,CHEMBL495902,"InChI=1S/C18H17N3O/c1-11-2-3-13(18(22)20-15-5-6-15)9-16(11)12-4-7-17-14(8-12)10-19-21-17/h2-4,7-10,15H,5-6H2,1H3,(H,19,21)(H,20,22)",Cc1ccc(cc1c2ccc3[nH]ncc3c2)C(=O)NC4CC4,p38a,GW820759X,GW820759X,Small molecule,0,291.35,461,3.43,57.78,2,2,0,3,N,0.78,13.57,0.87,3.42,3.42,3,MOL,-1,22,4,2,0,291.1372,C18H17N3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495902.svg?engine=indigo
253,CHEMBL1909351,"InChI=1S/C15H13FN4O2S.ClH/c16-11-6-4-10(5-7-11)14-9-15(20-19-14)18-12-2-1-3-13(8-12)23(17,21)22;/h1-9H,(H2,17,21,22)(H2,18,19,20);1H",Cl.NS(=O)(=O)c1cccc(Nc2cc(n[nH]2)c3ccc(F)cc3)c1,CDK2,GW824645A,GW824645A,Small molecule,0,368.82,458,2.61,100.87,4,3,0,4,N,0.68,10.21,2.83,1.82,1.82,3,MOL,-1,23,6,4,0,332.0743,C15H14ClFN4O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909351.svg?engine=indigo
254,CHEMBL365297,"InChI=1S/C24H17FN6O2/c25-16-5-3-15(4-6-16)23-22(19-2-1-10-27-31(19)30-23)18-9-11-26-24(29-18)28-17-7-8-20-21(14-17)33-13-12-32-20/h1-11,14H,12-13H2,(H,26,28,29)",Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,GSK3b,GW827099X,GW827099X,Small molecule,0,440.44,466,4.51,86.46,8,1,0,4,N,0.44,No Data,1.58,3.96,3.96,5,MOL,-1,33,8,1,0,440.1397,C24H17FN6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365297.svg?engine=indigo
255,CHEMBL362155,"InChI=1S/C25H17F3N6O2/c26-25(27,28)16-4-1-3-15(13-16)23-22(19-5-2-9-30-34(19)33-23)18-8-10-29-24(32-18)31-17-6-7-20-21(14-17)36-12-11-35-20/h1-10,13-14H,11-12H2,(H,29,31,32)",FC(F)(F)c1cccc(c1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,GSK3b,GW827102X,GW827102X,Small molecule,0,490.45,466,5.39,86.46,8,1,1,4,N,0.36,No Data,1.53,4.6,4.6,5,MOL,-1,36,8,1,1,490.1365,C25H17F3N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL362155.svg?engine=indigo
256,CHEMBL186213,"InChI=1S/C24H17F3N6O/c1-34-18-9-7-15(8-10-18)22-21(20-6-3-12-29-33(20)32-22)19-11-13-28-23(31-19)30-17-5-2-4-16(14-17)24(25,26)27/h2-14H,1H3,(H,28,30,31)",COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,GSK3b,GW827105X,GW827105X,Small molecule,0,462.44,465,5.62,77.23,7,1,1,5,N,0.37,No Data,1.39,4.95,4.95,5,MOL,-1,34,7,1,1,462.1416,C24H17F3N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL186213.svg?engine=indigo
257,CHEMBL188257,"InChI=1S/C25H20N6O3/c1-32-18-7-4-16(5-8-18)24-23(20-3-2-11-27-31(20)30-24)19-10-12-26-25(29-19)28-17-6-9-21-22(15-17)34-14-13-33-21/h2-12,15H,13-14H2,1H3,(H,26,28,29)",COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,GSK3b,GW827106X,GW827106X,Small molecule,0,452.47,463,4.38,95.69,9,1,0,5,N,0.42,No Data,1.66,3.84,3.84,5,MOL,-1,34,9,1,0,452.1597,C25H20N6O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188257.svg?engine=indigo
258,CHEMBL427159,"InChI=1S/C23H16F2N6O/c1-32-16-7-4-14(5-8-16)22-21(20-3-2-11-27-31(20)30-22)19-10-12-26-23(29-19)28-15-6-9-17(24)18(25)13-15/h2-13H,1H3,(H,26,28,29)",COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(F)c(F)c5)n4,GSK3b,GW827396X,GW827396X,Small molecule,0,430.42,466,4.88,77.23,7,1,0,5,N,0.43,No Data,0.98,4.28,4.28,5,MOL,-1,32,7,1,0,430.1354,C23H16F2N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL427159.svg?engine=indigo
259,CHEMBL185939,"InChI=1S/C25H17F3N6O2/c26-25(27,28)16-5-3-15(4-6-16)23-22(19-2-1-10-30-34(19)33-23)18-9-11-29-24(32-18)31-17-7-8-20-21(14-17)36-13-12-35-20/h1-11,14H,12-13H2,(H,29,31,32)",FC(F)(F)c1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,GSK3b,GW828525X,GW828525X,Small molecule,0,490.45,464,5.39,86.46,8,1,1,4,N,0.36,No Data,1.46,3.94,3.94,5,MOL,-1,36,8,1,1,490.1365,C25H17F3N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL185939.svg?engine=indigo
260,CHEMBL188784,"InChI=1S/C23H13F5N6/c24-16-8-7-15(12-17(16)25)31-22-29-11-9-18(32-22)20-19-2-1-10-30-34(19)33-21(20)13-3-5-14(6-4-13)23(26,27)28/h1-12H,(H,29,31,32)",Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccc(cc5)C(F)(F)F)cc1F,GSK3b,GW828529X,GW828529X,Small molecule,0,468.39,461,5.89,68,6,1,1,4,N,0.33,No Data,0.78,4.37,4.37,5,MOL,-1,34,6,1,1,468.1122,C23H13F5N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188784.svg?engine=indigo
261,CHEMBL189148,"InChI=1S/C22H15ClN6/c23-16-10-8-15(9-11-16)21-20(19-7-4-13-25-29(19)28-21)18-12-14-24-22(27-18)26-17-5-2-1-3-6-17/h1-14H,(H,24,26,27)",Clc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,GSK3b,GW829055X,GW829055X,Small molecule,0,398.86,466,5.25,68,6,1,1,4,N,0.45,No Data,1.64,4.57,4.57,5,MOL,-1,29,6,1,1,398.1047,C22H15ClN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189148.svg?engine=indigo
262,CHEMBL188794,"InChI=1S/C24H16ClF3N6O/c1-35-16-7-4-14(5-8-16)22-21(20-3-2-11-30-34(20)33-22)19-10-12-29-23(32-19)31-15-6-9-18(25)17(13-15)24(26,27)28/h2-13H,1H3,(H,29,31,32)",COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(Cl)c(c5)C(F)(F)F)n4,GSK3b,GW829115X,GW829115X,Small molecule,0,496.88,466,6.28,77.23,7,1,1,5,N,0.31,No Data,1.23,5.88,5.88,5,MOL,-1,35,7,1,1,496.1026,C24H16ClF3N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188794.svg?engine=indigo
263,CHEMBL305477,"InChI=1S/C20H18N6O2/c1-27-16-7-3-5-14(9-16)11-23-25-19-18-12-24-26(20(18)22-13-21-19)15-6-4-8-17(10-15)28-2/h3-13H,1-2H3,(H,21,22,25)/b23-11+",COc1cccc(\C=N\Nc2ncnc3c2cnn3c4cccc(OC)c4)c1,GSK3b,GW829874X,GW829874X,Small molecule,0,374.4,461,3.28,86.45,8,1,0,6,N,0.41,8.22,3.47,5.01,4.91,4,MOL,-1,28,8,1,0,374.1491,C20H18N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL305477.svg?engine=indigo
264,CHEMBL303687,"InChI=1S/C20H18N6O/c1-14-6-8-15(9-7-14)11-23-25-19-18-12-24-26(20(18)22-13-21-19)16-4-3-5-17(10-16)27-2/h3-13H,1-2H3,(H,21,22,25)/b23-11+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(C)cc4)ncnc23,GSK3b,GW829877X,GW829877X,Small molecule,0,358.41,460,3.58,77.22,7,1,0,5,N,0.44,8.28,3.51,5.59,5.51,4,MOL,-1,27,7,1,0,358.1542,C20H18N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL303687.svg?engine=indigo
265,CHEMBL434729,"InChI=1S/C24H17F3N6/c1-15-10-11-20-21(22(32-33(20)31-15)16-6-3-2-4-7-16)19-12-13-28-23(30-19)29-18-9-5-8-17(14-18)24(25,26)27/h2-14H,1H3,(H,28,29,30)",Cc1ccc2c(c3ccnc(Nc4cccc(c4)C(F)(F)F)n3)c(nn2n1)c5ccccc5,GSK3b,GW829906X,GW829906X,Small molecule,0,446.44,466,5.92,68,6,1,1,4,N,0.37,No Data,1.47,5.42,5.42,5,MOL,-1,33,6,1,1,446.1467,C24H17F3N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL434729.svg?engine=indigo
266,CHEMBL1909360,"InChI=1S/C32H36N8O4S.ClH/c1-38-18-20-40(21-19-38)30(41)24-6-10-26(11-7-24)35-32(42)36-27-12-14-28(15-13-27)39(2)29-16-17-33-31(37-29)34-25-8-4-23(5-9-25)22-45(3,43)44;/h4-17H,18-22H2,1-3H3,(H,33,34,37)(H2,35,36,42);1H",Cl.CN(c1ccc(NC(=O)Nc2ccc(cc2)C(=O)N3CCN(C)CC3)cc1)c4ccnc(Nc5ccc(CS(=O)(=O)C)cc5)n4,VEGFR2,GW830263A,GW830263A,Small molecule,0,665.22,460,4.56,139.87,9,3,1,9,N,0.24,13.78,6.76,2,1.85,4,MOL,-1,45,12,3,2,628.258,C32H37ClN8O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909360.svg?engine=indigo
267,CHEMBL1909361,"InChI=1S/C26H33N7O4S.ClH/c1-32(23-9-7-22(8-10-23)30-26(34)28-13-14-33-15-17-37-18-16-33)24-11-12-27-25(31-24)29-21-5-3-20(4-6-21)19-38(2,35)36;/h3-12H,13-19H2,1-2H3,(H,27,29,31)(H2,28,30,34);1H",Cl.CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c3ccnc(Nc4ccc(CS(=O)(=O)C)cc4)n3,VEGFR2,GW830365A,GW830365A,Small molecule,0,576.12,459,2.99,128.79,9,3,1,10,N,0.36,13.91,7,1.01,0.8,3,MOL,-1,38,11,3,2,539.2315,C26H34ClN7O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909361.svg?engine=indigo
268,CHEMBL1909362,"InChI=1S/C24H31N7O3S.ClH/c1-30(2)16-15-26-24(32)28-20-9-11-21(12-10-20)31(3)22-13-14-25-23(29-22)27-19-7-5-18(6-8-19)17-35(4,33)34;/h5-14H,15-17H2,1-4H3,(H,25,27,29)(H2,26,28,32);1H",Cl.CN(C)CCNC(=O)Nc1ccc(cc1)N(C)c2ccnc(Nc3ccc(CS(=O)(=O)C)cc3)n2,VEGFR2,GW830900A,GW830900A,Small molecule,0,534.09,458,3.22,119.56,8,3,0,10,N,0.39,13.91,8.36,1.49,0.42,3,MOL,-1,35,10,3,0,497.2209,C24H32ClN7O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909362.svg?engine=indigo
269,CHEMBL103104,"InChI=1S/C15H14N4O3S/c16-23(21,22)13-6-4-11(5-7-13)17-15-9-14(18-19-15)10-2-1-3-12(20)8-10/h1-9,20H,(H2,16,21,22)(H2,17,18,19)",NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)c3cccc(O)c3)cc1,CDK2,GW831090X,GW831090X,Small molecule,0,330.37,466,2.17,121.1,5,4,0,4,N,0.58,9.33,2.93,1.44,1.43,3,MOL,-1,23,7,5,0,330.0787,C15H14N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103104.svg?engine=indigo
270,CHEMBL103115,"InChI=1S/C15H13FN4O3S/c16-12-7-9(1-6-14(12)21)13-8-15(20-19-13)18-10-2-4-11(5-3-10)24(17,22)23/h1-8,21H,(H2,17,22,23)(H2,18,19,20)",NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)c3ccc(O)c(F)c3)cc1,CDK2,GW831091X,GW831091X,Small molecule,0,348.36,463,2.31,121.1,5,4,0,4,N,0.58,7.85,2.11,1.53,1.36,3,MOL,-1,24,7,5,0,348.0692,C15H13FN4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103115.svg?engine=indigo
271,CHEMBL188247,"InChI=1S/C26H19F3N6O2/c1-15-2-8-20-23(24(34-35(20)33-15)16-3-5-17(6-4-16)26(27,28)29)19-10-11-30-25(32-19)31-18-7-9-21-22(14-18)37-13-12-36-21/h2-11,14H,12-13H2,1H3,(H,30,31,32)",Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(cc6)C(F)(F)F,GSK3b,GW832467X,GW832467X,Small molecule,0,504.47,466,5.7,86.46,8,1,2,4,N,0.34,No Data,1.47,4.23,4.23,5,MOL,-1,37,8,1,2,504.1522,C26H19F3N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188247.svg?engine=indigo
272,CHEMBL189459,"InChI=1S/C23H17FN6/c1-15-7-12-20-21(22(29-30(20)28-15)16-8-10-17(24)11-9-16)19-13-14-25-23(27-19)26-18-5-3-2-4-6-18/h2-14H,1H3,(H,25,26,27)",Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccc(F)cc5,GSK3b,GW833373X,GW833373X,Small molecule,0,396.43,466,5.04,68,6,1,1,4,N,0.46,No Data,1.69,4.12,4.12,5,MOL,-1,30,6,1,1,396.1499,C23H17FN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189459.svg?engine=indigo
273,CHEMBL520037,"InChI=1S/C22H20F3N5O3/c1-12-16-11-26-21(28-15-9-17(31-2)19(33-4)18(10-15)32-3)29-30(16)20(27-12)13-6-5-7-14(8-13)22(23,24)25/h5-11H,1-4H3,(H,28,29)",COc1cc(Nc2ncc3c(C)nc(c4cccc(c4)C(F)(F)F)n3n2)cc(OC)c1OC,PLK1,GW837331X,GW837331X,Small molecule,0,459.43,475,4.89,82.8,8,1,0,6,N,0.44,No Data,3.5,4.6,4.6,4,MOL,-1,33,8,1,0,459.1518,C22H20F3N5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL520037.svg?engine=indigo
274,CHEMBL514499,"InChI=1S/C22H18F3N3O4S/c1-30-16-7-14-15(8-17(16)31-2)28(11-27-14)19-9-18(20(33-19)21(26)29)32-10-12-5-3-4-6-13(12)22(23,24)25/h3-9,11H,10H2,1-2H3,(H2,26,29)",COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N)c2cc1OC,PLK1,GW843682X,GW843682X,Small molecule,0,477.46,982,4.8,88.6,7,1,0,7,N,0.41,No Data,3.4,1.34,1.34,4,MOL,-1,33,7,2,0,477.097,C22H18F3N3O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514499.svg?engine=indigo
275,CHEMBL232601,"InChI=1S/C23H19N3O2S/c24-13-19-18-9-4-12-26(22(28)15-10-11-15)23(18)29-21(19)25-20(27)17-8-3-6-14-5-1-2-7-16(14)17/h1-3,5-8,15H,4,9-12H2,(H,25,27)",O=C(Nc1sc2N(CCCc2c1C#N)C(=O)C3CC3)c4cccc5ccccc45,JNK2/JNK3,GW846105X,GW846105X,Small molecule,0,401.49,478,4.71,73.2,4,1,0,3,N,0.69,11.43,No Data,3.29,3.29,3,MOL,-1,29,5,1,0,401.1198,C23H19N3O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL232601.svg?engine=indigo
276,CHEMBL514162,"InChI=1S/C21H18ClN3O4S/c1-27-16-7-14-15(8-17(16)28-2)25(11-24-14)19-9-18(20(30-19)21(23)26)29-10-12-5-3-4-6-13(12)22/h3-9,11H,10H2,1-2H3,(H2,23,26)",COc1cc2ncn(c3cc(OCc4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,PLK1,GW852849X,GW852849X,Small molecule,0,443.91,468,4.44,88.6,7,1,0,7,N,0.46,No Data,3.4,2.03,2.03,4,MOL,-1,30,7,2,0,443.0707,C21H18ClN3O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514162.svg?engine=indigo
277,CHEMBL481510,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-6-5-12(7-15(14)27)20(22,23)24/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccc(cc34)C(F)(F)F,PLK1,GW853606X,GW853606X,Small molecule,0,496.31,466,5.55,70.14,5,1,1,5,N,0.39,No Data,2.04,3.65,3.65,4,MOL,-1,30,5,2,1,494.9864,C20H13BrF3N3O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL481510.svg?engine=indigo
278,CHEMBL480371,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-7-12(20(22,23)24)5-6-15(14)27/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4cc(ccc34)C(F)(F)F,PLK1,GW853609X,GW853609X,Small molecule,0,496.31,465,5.55,70.14,5,1,1,5,N,0.39,No Data,2.05,3.49,3.49,4,MOL,-1,30,5,2,1,494.9864,C20H13BrF3N3O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL480371.svg?engine=indigo
279,CHEMBL241517,"InChI=1S/C19H13ClFN3O2S2/c20-15-7-11(4-5-16(15)21)14-9-27-18-13(8-24-19(22)17(14)18)10-2-1-3-12(6-10)28(23,25)26/h1-9H,(H2,22,24)(H2,23,25,26)",Nc1ncc(c2cccc(c2)S(=O)(=O)N)c3scc(c4ccc(F)c(Cl)c4)c13,TIE2/VEGFR2,GW856804X,GW856804X,Small molecule,0,433.92,473,4.65,99.07,5,2,0,3,N,0.49,9.81,5.07,4.3,4.3,4,MOL,-1,28,5,4,0,433.0122,C19H13ClFN3O2S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL241517.svg?engine=indigo
280,CHEMBL519881,"InChI=1S/C27H25N5O4/c1-17-22-16-28-27(30-19-14-23(33-2)25(35-4)24(15-19)34-3)31-32(22)26(29-17)18-9-8-12-21(13-18)36-20-10-6-5-7-11-20/h5-16H,1-4H3,(H,30,31)",COc1cc(Nc2ncc3c(C)nc(c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,PLK1,GW861893X,GW861893X,Small molecule,0,483.53,464,5.66,92.03,9,1,1,8,N,0.3,No Data,3.85,5.67,5.67,5,MOL,-1,36,9,1,1,483.1907,C27H25N5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL519881.svg?engine=indigo
281,CHEMBL507329,"InChI=1S/C30H27ClFN5O4S/c31-25-14-22(5-7-27(25)40-17-19-2-1-3-20(32)12-19)36-29-28-26(34-18-35-29)15-24(42-28)6-4-21-13-23(16-33-21)41-30(38)37-8-10-39-11-9-37/h1-3,5,7,12,14-15,18,21,23,33H,8-11,13,16-17H2,(H,34,35,36)/t21-,23-/m1/s1",Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1,EGFR/ErbB2,GW869810X,GW869810X,Small molecule,0,608.1,483,5.36,97.84,9,2,2,6,N,0.28,No Data,6.89,5.95,5.88,4,MOL,-1,42,9,2,2,607.1456,C30H27ClFN5O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL507329.svg?engine=indigo
282,CHEMBL486124,"InChI=1S/C19H24N6O/c1-15-17-14-21-19(20-8-5-9-24-10-12-26-13-11-24)23-25(17)18(22-15)16-6-3-2-4-7-16/h2-4,6-7,14H,5,8-13H2,1H3,(H,20,23)",Cc1nc(c2ccccc2)n3nc(NCCCN4CCOCC4)ncc13,PLK1,GW874091X,GW874091X,Small molecule,0,352.44,463,2.23,67.58,7,1,0,6,N,0.69,No Data,7.21,2.4,2.18,3,MOL,-1,26,7,1,0,352.2012,C19H24N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL486124.svg?engine=indigo
283,CHEMBL506153,"InChI=1S/C14H18N8O2/c1-3-22-11-8(14(23)18-5-4-16-2)6-17-7-9(11)19-13(22)10-12(15)21-24-20-10/h6-7,16H,3-5H2,1-2H3,(H2,15,21)(H,18,23)",CCn1c(nc2cncc(C(=O)NCCNC)c12)c3nonc3N,AKT1,GW876790X,GW876790X,Small molecule,0,330.35,468,0.03,136.78,9,3,0,6,N,0.54,12.54,9.26,-1.06,-2.9,3,MOL,-1,24,10,4,0,330.1553,C14H18N8O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL506153.svg?engine=indigo
284,CHEMBL14112,"InChI=1S/C21H23FN4O/c22-19-4-2-17(3-5-19)20-21(18-6-8-23-9-7-18)26(16-24-20)11-1-10-25-12-14-27-15-13-25/h2-9,16H,1,10-15H2",Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncc4,p38a,SB-210313,SB-210313,Small molecule,0,366.44,469,3.47,43.18,5,0,0,6,N,0.67,No Data,7.29,1.91,1.64,3,MOL,-1,27,5,0,0,366.1856,C21H23FN4O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14112.svg?engine=indigo
285,CHEMBL274863,"InChI=1S/C20H23FN6O/c21-16-4-2-15(3-5-16)18-19(17-6-7-23-20(22)25-17)27(14-24-18)9-1-8-26-10-12-28-13-11-26/h2-7,14H,1,8-13H2,(H2,22,23,25)",Nc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4,p38a,No Data,SB-216385,Small molecule,0,382.44,468,2.45,82.09,7,1,0,6,N,0.71,No Data,7.27,1.04,0.78,3,MOL,-1,28,7,2,0,382.1917,C20H23FN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL274863.svg?engine=indigo
